Name;Domain;Description;CAPEC ID;Similarity;summary_th_df;summary_th_df;summary_ca_df
T-SMO-18;enterprise-attack;Malicious internal actor gains authorized access to logs;CAPEC-268;0.5911828;A Threat with the title Malicious internal actor gains authorized access to logs and the descriptionMalicious internal actor gains authorized access to stored logs to view, modify, and delete.;A Threat with the title Malicious internal actor gains authorized access to logs and the descriptionMalicious internal actor gains authorized access to stored logs to view, modify, and delete.;A CAPEC with the title Audit Log Manipulation. The description of this CAPEC is:The attacker injects, manipulates, deletes, or forges malicious log entries into the log file, in an attempt to mislead an audit of the log file or cover tracks of an attack. Due to either insufficient access controls of the log files or the logging mechanism, the attacker is able to perform such actions.. The Domain of this is: Software
T-rAPP-06;enterprise-attack;An attacker bypasses authentication and authorization using an injection attack;CAPEC-6;0.61923486;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A CAPEC with the title Argument Injection. The description of this CAPEC is:An attacker changes the behavior or state of a targeted application through injecting data or command syntax through the targets use of non-validated and non-filtered arguments of exposed services or methods.. The Domain of this is: Software
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-6;0.5515572;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title Argument Injection. The description of this CAPEC is:An attacker changes the behavior or state of a targeted application through injecting data or command syntax through the targets use of non-validated and non-filtered arguments of exposed services or methods.. The Domain of this is: Software
T-O-RAN-04;enterprise-attack;An attacker attempts to jam the airlink signal through IoT devices;CAPEC-604;0.5597278;A Threat with the title An attacker attempts to jam the airlink signal through IoT devices and the descriptionDDoS attacks on O-RAN systems: The 5G evolution means billions of things, collectively referred to as IoT, will be using the 5G O-RAN. Thus, IoT could increase the risk of O-RAN resource overload by way of DDoS attacks. Attackers create a botnet army by infecting many (millions/billions) IoT devices with a “remote-reboot” malware. Attackers instruct the malware to reboot all devices in a specific or targeted 5G coverage area at the same time.;A Threat with the title An attacker attempts to jam the airlink signal through IoT devices and the descriptionDDoS attacks on O-RAN systems: The 5G evolution means billions of things, collectively referred to as IoT, will be using the 5G O-RAN. Thus, IoT could increase the risk of O-RAN resource overload by way of DDoS attacks. Attackers create a botnet army by infecting many (millions/billions) IoT devices with a “remote-reboot” malware. Attackers instruct the malware to reboot all devices in a specific or targeted 5G coverage area at the same time.;A CAPEC with the title Wi-Fi Jamming. The description of this CAPEC is:In this attack scenario, the attacker actively transmits on the Wi-Fi channel to prevent users from transmitting or receiving data from the targeted Wi-Fi network. There are several known techniques to perform this attack – for example: the attacker may flood the Wi-Fi access point (e.g. the retransmission device) with deauthentication frames. Another method is to transmit high levels of noise on the RF band used by the Wi-Fi network.. The Domain of this is: Communications
T-RADIO-01;enterprise-attack;Disruption through radio jamming, sniffing and spoofing;CAPEC-604;0.6501044;"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";A CAPEC with the title Wi-Fi Jamming. The description of this CAPEC is:In this attack scenario, the attacker actively transmits on the Wi-Fi channel to prevent users from transmitting or receiving data from the targeted Wi-Fi network. There are several known techniques to perform this attack – for example: the attacker may flood the Wi-Fi access point (e.g. the retransmission device) with deauthentication frames. Another method is to transmit high levels of noise on the RF band used by the Wi-Fi network.. The Domain of this is: Communications
T-SMO-29;enterprise-attack;External attacker floods External interface to cause DDoS at SMO;CAPEC-486;0.5759476;A Threat with the title External attacker floods External interface to cause DDoS at SMO and the descriptionIf the External interface is not protected, an external attacker can flood an External interface to overload the SMO.  This can prevent legitimate messages and data from reaching the SMO or cause heavy processing at the SMO, resulting in performance degradation or outage of the SMO.;A Threat with the title External attacker floods External interface to cause DDoS at SMO and the descriptionIf the External interface is not protected, an external attacker can flood an External interface to overload the SMO.  This can prevent legitimate messages and data from reaching the SMO or cause heavy processing at the SMO, resulting in performance degradation or outage of the SMO.;A CAPEC with the title UDP Flood. The description of this CAPEC is:An adversary may execute a flooding attack using the UDP protocol with the intent to deny legitimate users access to a service by consuming the available network bandwidth. Additionally, firewalls often open a port for each UDP connection destined for a service with an open UDP port, meaning the firewalls in essence save the connection state thus the high packet nature of a UDP flood can also overwhelm resources allocated to the firewall. UDP attacks can also target services like DNS or VoIP which utilize these protocols. Additionally, due to the session-less nature of the UDP protocol, the source of a packet is easily spoofed making it difficult to find the source of the attack.. The Domains of this are: Communications, Software
T-rAPP-06;enterprise-attack;An attacker bypasses authentication and authorization using an injection attack;CAPEC-88;0.55464697;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A CAPEC with the title OS Command Injection. The description of this CAPEC is:In this type of an attack, an adversary injects operating system commands into existing application functions. An application that uses untrusted input to build command strings is vulnerable. An adversary can leverage OS command injection in an application to elevate privileges, execute arbitrary commands and compromise the underlying operating system.. The Domain of this is: Software
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-88;0.576605;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title OS Command Injection. The description of this CAPEC is:In this type of an attack, an adversary injects operating system commands into existing application functions. An application that uses untrusted input to build command strings is vulnerable. An adversary can leverage OS command injection in an application to elevate privileges, execute arbitrary commands and compromise the underlying operating system.. The Domain of this is: Software
T-OPENSRC-02;enterprise-attack;A trusted developer intentionally inserts a backdoor into an open source code O-RAN component;CAPEC-88;0.5566553;"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";A CAPEC with the title OS Command Injection. The description of this CAPEC is:In this type of an attack, an adversary injects operating system commands into existing application functions. An application that uses untrusted input to build command strings is vulnerable. An adversary can leverage OS command injection in an application to elevate privileges, execute arbitrary commands and compromise the underlying operating system.. The Domain of this is: Software
T-SharedORU-35;enterprise-attack;Shared O-RU initialization hijacking by DHCP compromise;CAPEC-697;0.5870605;A Threat with the title Shared O-RU initialization hijacking by DHCP compromise and the descriptionShared O-RU bootup and initialization sequence depends on parameters passed to it via DHCP options. An attacker can compromise DHCP server and use it to hijack the O-RU and prevent Shared O-RU from reaching carrier-active state. This kind of attack can cause a Denial of Service on the shared O-RU.;A Threat with the title Shared O-RU initialization hijacking by DHCP compromise and the descriptionShared O-RU bootup and initialization sequence depends on parameters passed to it via DHCP options. An attacker can compromise DHCP server and use it to hijack the O-RU and prevent Shared O-RU from reaching carrier-active state. This kind of attack can cause a Denial of Service on the shared O-RU.;"A CAPEC with the title DHCP Spoofing. The description of this CAPEC is:
            <xhtml:p>An adversary masquerades as a legitimate Dynamic Host Configuration Protocol (DHCP) server by spoofing DHCP traffic, with the goal of redirecting network traffic or denying service to DHCP.</xhtml:p>
         . The Domains of this are: Social Engineering, Software, Hardware"
T-OPENSRC-01;enterprise-attack;Developers use SW components with known vulnerabilities and untrusted libraries that can be exploited by an attacker through a backdoor attack;CAPEC-538;0.6522529;"A Threat with the title Developers use SW components with known vulnerabilities and untrusted libraries that can be exploited by an attacker through a backdoor attack and the descriptionThe O-RAN Software Community is a Linux Foundation project, supported and funded by O-RAN to lead the implementation of the O-RAN specifications in Open Source. Industry has recognized that Open Source code introduces security risks. Open Source vulnerabilities are publicly available on the National Vulnerability Database (NVD). While this is intended for developers to disclose vulnerabilities, it is also used by hackers to exploit those vulnerabilities. Vulnerabilities frequently propagate as developers re-use free open source code enabling backdoors to attacks. There have been notable vulnerabilities from downloading open source libraries and dependencies, as well as supply chain risks when downloading Open Source code from untrusted repositories.
Some O-RAN vendors and operators may not have accurate inventories of open-source software dependencies used by their different applications, or a process to receive and manage notifications concerning discovered vulnerabilities or available patches from the community supporting the open-source.
Some O-RAN vendors may not have a lack of consistent Supply Chain traceability and security, and a lack of coding best practices conflicts with Security-by-Design principles.
Developers may use modules with known vulnerabilities and untrusted libraries that can be exploited by an attacker through a backdoor attack.
Attackers can exploit a vulnerability on the open source code and infects a hypervisor, operating system, VM or container with a malware.";"A Threat with the title Developers use SW components with known vulnerabilities and untrusted libraries that can be exploited by an attacker through a backdoor attack and the descriptionThe O-RAN Software Community is a Linux Foundation project, supported and funded by O-RAN to lead the implementation of the O-RAN specifications in Open Source. Industry has recognized that Open Source code introduces security risks. Open Source vulnerabilities are publicly available on the National Vulnerability Database (NVD). While this is intended for developers to disclose vulnerabilities, it is also used by hackers to exploit those vulnerabilities. Vulnerabilities frequently propagate as developers re-use free open source code enabling backdoors to attacks. There have been notable vulnerabilities from downloading open source libraries and dependencies, as well as supply chain risks when downloading Open Source code from untrusted repositories.
Some O-RAN vendors and operators may not have accurate inventories of open-source software dependencies used by their different applications, or a process to receive and manage notifications concerning discovered vulnerabilities or available patches from the community supporting the open-source.
Some O-RAN vendors may not have a lack of consistent Supply Chain traceability and security, and a lack of coding best practices conflicts with Security-by-Design principles.
Developers may use modules with known vulnerabilities and untrusted libraries that can be exploited by an attacker through a backdoor attack.
Attackers can exploit a vulnerability on the open source code and infects a hypervisor, operating system, VM or container with a malware.";A CAPEC with the title Open-Source Library Manipulation. The description of this CAPEC is:Adversaries implant malicious code in open source software (OSS) libraries to have it widely distributed, as OSS is commonly downloaded by developers and other users to incorporate into software development projects. The adversary can have a particular system in mind to target, or the implantation can be the first stage of follow-on attacks on many systems.. The Domain of this is: Software
T-OPENSRC-02;enterprise-attack;A trusted developer intentionally inserts a backdoor into an open source code O-RAN component;CAPEC-538;0.6199356;"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";A CAPEC with the title Open-Source Library Manipulation. The description of this CAPEC is:Adversaries implant malicious code in open source software (OSS) libraries to have it widely distributed, as OSS is commonly downloaded by developers and other users to incorporate into software development projects. The adversary can have a particular system in mind to target, or the implantation can be the first stage of follow-on attacks on many systems.. The Domain of this is: Software
T-rAPP-06;enterprise-attack;An attacker bypasses authentication and authorization using an injection attack;CAPEC-137;0.58631414;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;"A CAPEC with the title Parameter Injection. The description of this CAPEC is:An adversary manipulates the content of request parameters for the purpose of undermining the security of the target. Some parameter encodings use text characters as separators. For example, parameters in a HTTP GET message are encoded as name-value pairs separated by an ampersand (&). If an attacker can supply text strings that are used to fill in these parameters, then they can inject special characters used in the encoding scheme to add or modify parameters. For example, if user input is fed directly into an HTTP GET request and the user provides the value ""myInput&new_param=myValue"", then the input parameter is set to myInput, but a new parameter (new_param) is also added with a value of myValue. This can significantly change the meaning of the query that is processed by the server. Any encoding scheme where parameters are identified and separated by text characters is potentially vulnerable to this attack - the HTTP GET encoding used above is just one example.. The Domains of this are: Social Engineering, Software"
T-OPENSRC-02;enterprise-attack;A trusted developer intentionally inserts a backdoor into an open source code O-RAN component;CAPEC-558;0.55980897;"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";A CAPEC with the title Replace Trusted Executable. The description of this CAPEC is:An adversary exploits weaknesses in privilege management or access control to replace a trusted executable with a malicious version and enable the execution of malware when that trusted executable is called.. The Domain of this is: Software
T-CPLANE-01;enterprise-attack;Spoofing of DL C-plane messages;CAPEC-473;0.5538492;"A Threat with the title Spoofing of DL C-plane messages and the descriptionThe lack of authentication could allow an adversery to inject own DL C-plane messages that falsely claiming to be from the associated O-DU. 
As a result, it would block the O-RU to process the corresponding U-Plane packets, leading to temporarly DoS. (Dropping the entire DL C-plane messages would achive same goal).";"A Threat with the title Spoofing of DL C-plane messages and the descriptionThe lack of authentication could allow an adversery to inject own DL C-plane messages that falsely claiming to be from the associated O-DU. 
As a result, it would block the O-RU to process the corresponding U-Plane packets, leading to temporarly DoS. (Dropping the entire DL C-plane messages would achive same goal).";A CAPEC with the title Signature Spoof. The description of this CAPEC is:An attacker generates a message or datablock that causes the recipient to believe that the message or datablock was generated and cryptographically signed by an authoritative or reputable source, misleading a victim or victim operating system into performing malicious actions.. The Domain of this is: Software
T-R1-05;enterprise-attack;A malicious actor gains unauthorized access to data;CAPEC-473;0.56584597;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A CAPEC with the title Signature Spoof. The description of this CAPEC is:An attacker generates a message or datablock that causes the recipient to believe that the message or datablock was generated and cryptographically signed by an authoritative or reputable source, misleading a victim or victim operating system into performing malicious actions.. The Domain of this is: Software
T-A1-02;enterprise-attack;Malicious function or application monitors messaging across A1 interface;CAPEC-12;0.59068793;A Threat with the title Malicious function or application monitors messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to read policy.;A Threat with the title Malicious function or application monitors messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to read policy.;A CAPEC with the title Choosing Message Identifier. The description of this CAPEC is:This pattern of attack is defined by the selection of messages distributed via multicast or public information channels that are intended for another client by determining the parameter value assigned to that client. This attack allows the adversary to gain access to potentially privileged information, and to possibly perpetrate other attacks through the distribution means by impersonation. If the channel/message being manipulated is an input rather than output mechanism for the system, (such as a command bus), this style of attack could be used to change the adversary's identifier to more a privileged one.. The Domain of this is: Communications
T-A1-03;enterprise-attack;Malicious function or application modifies messaging across A1 interface;CAPEC-12;0.5619935;A Threat with the title Malicious function or application modifies messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to modify or inject policy.  This can result in the Near-RT RIC receiving malicious policy.;A Threat with the title Malicious function or application modifies messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to modify or inject policy.  This can result in the Near-RT RIC receiving malicious policy.;A CAPEC with the title Choosing Message Identifier. The description of this CAPEC is:This pattern of attack is defined by the selection of messages distributed via multicast or public information channels that are intended for another client by determining the parameter value assigned to that client. This attack allows the adversary to gain access to potentially privileged information, and to possibly perpetrate other attacks through the distribution means by impersonation. If the channel/message being manipulated is an input rather than output mechanism for the system, (such as a command bus), this style of attack could be used to change the adversary's identifier to more a privileged one.. The Domain of this is: Communications
T-SharedORU-29;enterprise-attack;Modify/Delete OFH C-Plane messages;CAPEC-12;0.5515753;A Threat with the title Modify/Delete OFH C-Plane messages and the descriptionA Host MNO, Tenant MNO, or 3rd-party, modifies or deletes control plane messages on the OFH C-Plane between the Shared O-RU and Host O-DU or Tenant O-DU.  This type of integrity attack can also result in an availability attack.;A Threat with the title Modify/Delete OFH C-Plane messages and the descriptionA Host MNO, Tenant MNO, or 3rd-party, modifies or deletes control plane messages on the OFH C-Plane between the Shared O-RU and Host O-DU or Tenant O-DU.  This type of integrity attack can also result in an availability attack.;A CAPEC with the title Choosing Message Identifier. The description of this CAPEC is:This pattern of attack is defined by the selection of messages distributed via multicast or public information channels that are intended for another client by determining the parameter value assigned to that client. This attack allows the adversary to gain access to potentially privileged information, and to possibly perpetrate other attacks through the distribution means by impersonation. If the channel/message being manipulated is an input rather than output mechanism for the system, (such as a command bus), this style of attack could be used to change the adversary's identifier to more a privileged one.. The Domain of this is: Communications
T-AAL-05;enterprise-attack;Malicious memory accesses;CAPEC-456;0.6087927;"A Threat with the title Malicious memory accesses and the descriptionAAL that allows one process running on the hardware accelerator device to access memory owned by another process running on the hardware accelerator device can leak information (impact on confidentiality).
Similarly, AAL allowing concurrently executing processes to write to one another’s memory may have correctness errors (impact on integrity).
If multiple processes are running concurrently and one is allowed to dominate accelerator resources, the other may suffer from degraded performance. For example, if one process can evict all cache entries belonging to the other, the victim will suffer performance penalties (impact on availability).";"A Threat with the title Malicious memory accesses and the descriptionAAL that allows one process running on the hardware accelerator device to access memory owned by another process running on the hardware accelerator device can leak information (impact on confidentiality).
Similarly, AAL allowing concurrently executing processes to write to one another’s memory may have correctness errors (impact on integrity).
If multiple processes are running concurrently and one is allowed to dominate accelerator resources, the other may suffer from degraded performance. For example, if one process can evict all cache entries belonging to the other, the victim will suffer performance penalties (impact on availability).";A CAPEC with the title Infected Memory. The description of this CAPEC is:An adversary inserts malicious logic into memory enabling them to achieve a negative impact. This logic is often hidden from the user of the system and works behind the scenes to achieve negative impacts. This pattern of attack focuses on systems already fielded and used in operation as opposed to systems that are still under development and part of the supply chain.. The Domains of this are: Software, Hardware
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-8;0.58171034;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title Buffer Overflow in an API Call. The description of this CAPEC is:This attack targets libraries or shared code modules which are vulnerable to buffer overflow attacks. An adversary who has knowledge of known vulnerable libraries or shared code can easily target software that makes use of these libraries. All clients that make use of the code library thus become vulnerable by association. This has a very broad effect on security across a system, usually affecting more than one software process.. The Domain of this is: Software
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-681;0.5511882;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;"A CAPEC with the title Exploitation of Improperly Controlled Hardware Security Identifiers. The description of this CAPEC is:
            <xhtml:p>An adversary takes advantage of missing or incorrectly configured security identifiers (e.g., tokens), which are used for access control within a System-on-Chip (SoC), to read/write data or execute a given action.</xhtml:p>
         . The Domains of this are: Hardware, Hardware"
T-AppLCM-01;enterprise-attack;Compromise of App/VNF/CNF update package integrity during onboarding;CAPEC-677;0.5558516;A Threat with the title Compromise of App/VNF/CNF update package integrity during onboarding and the descriptionAttackers gains access to the SMO to modify the App/VNF/CNF update package to enable a malicious application. ;A Threat with the title Compromise of App/VNF/CNF update package integrity during onboarding and the descriptionAttackers gains access to the SMO to modify the App/VNF/CNF update package to enable a malicious application. ;"A CAPEC with the title Server Motherboard Compromise. The description of this CAPEC is:
            <xhtml:p>Malware is inserted in a server motherboard (e.g., in the flash memory) in order to alter server functionality from that intended. The development environment or hardware/software support activity environment is susceptible to an adversary inserting malicious software into hardware components during development or update.</xhtml:p>
         . The Domains of this are: Supply Chain, Physical Security, Hardware"
T-AppLCM-07;enterprise-attack;Improper deletion of application sensitive data;CAPEC-546;0.615415;"A Threat with the title Improper deletion of application sensitive data and the descriptionAdversary can gain access to sensitive data and secrets if an application’s data is not securely deleted. This can include access to secure artifacts such as certificates and keys.
";"A Threat with the title Improper deletion of application sensitive data and the descriptionAdversary can gain access to sensitive data and secrets if an application’s data is not securely deleted. This can include access to secure artifacts such as certificates and keys.
";A CAPEC with the title Incomplete Data Deletion in a Multi-Tenant Environment. The description of this CAPEC is:An adversary obtains unauthorized information due to insecure or incomplete data deletion in a multi-tenant environment. If a cloud provider fails to completely delete storage and data from former cloud tenants' systems/resources, once these resources are allocated to new, potentially malicious tenants, the latter can probe the provided resources for sensitive information still there.. The Domains of this are: Software, Hardware
T-SharedORU-36;enterprise-attack;Shared O-RU M-plane hijacking by DNS compromise;CAPEC-598;0.624131;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;"A CAPEC with the title DNS Spoofing. The description of this CAPEC is:An adversary sends a malicious (""NXDOMAIN"" (""No such domain"") code, or DNS A record) response to a target's route request before a legitimate resolver can. This technique requires an On-path or In-path device that can monitor and respond to the target's DNS requests. This attack differs from BGP Tampering in that it directly responds to requests made by the target instead of polluting the routing the target's infrastructure uses.. The Domain of this is: Software"
T-SharedORU-36;enterprise-attack;Shared O-RU M-plane hijacking by DNS compromise;CAPEC-142;0.5739396;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;A CAPEC with the title DNS Cache Poisoning. The description of this CAPEC is:A domain name server translates a domain name (such as www.example.com) into an IP address that Internet hosts use to contact Internet resources. An adversary modifies a public DNS cache to cause certain names to resolve to incorrect addresses that the adversary specifies. The result is that client applications that rely upon the targeted cache for domain name resolution will be directed not to the actual address of the specified domain name but to some other address. Adversaries can use this to herd clients to sites that install malware on the victim's computer or to masquerade as part of a Pharming attack.. The Domain of this is: Software
